name,year,year_period,continent,country,mass_cleaned,mass_bin,recclass_clean,reclat,reclong
Grove Mountains 021497,2003.0,21st Century,Antarctica,Antarctica,1.36,1-10g,L6,-72.9425,75.316667
Grove Mountains 021498,2003.0,21st Century,Antarctica,Antarctica,0.63,<1g,L-OTHER,-72.94139,75.30056
Grove Mountains 021499,2003.0,21st Century,Antarctica,Antarctica,57.1,10-100g,L5,-72.94306,75.29667
Grove Mountains 021500,2003.0,21st Century,Antarctica,Antarctica,12.83,10-100g,L5,-72.94917,75.2925
Grove Mountains 021501,2003.0,21st Century,Antarctica,Antarctica,17.37,10-100g,L5,-72.94444,75.29861
Grove Mountains 021502,2003.0,21st Century,Antarctica,Antarctica,17.41,10-100g,L6,-72.95167,75.27361
Grove Mountains 021503,2003.0,21st Century,Antarctica,Antarctica,23.56,10-100g,L6,-72.94833,75.26556
Grove Mountains 021504,2003.0,21st Century,Antarctica,Antarctica,17.81,10-100g,L6,-72.94861,75.265
Grove Mountains 021505,2003.0,21st Century,Antarctica,Antarctica,91.3,10-100g,L6,-72.94861,75.26361
Grove Mountains 021506,2003.0,21st Century,Antarctica,Antarctica,39.13,10-100g,L6,-72.945,75.26083
Grove Mountains 021507,2003.0,21st Century,Antarctica,Antarctica,9.33,1-10g,H6,-72.946111,75.269167
Grove Mountains 021508,2003.0,21st Century,Antarctica,Antarctica,278.2,100-1kg,H4,-72.94639,75.28333
Grove Mountains 021509,2003.0,21st Century,Antarctica,Antarctica,186.2,100-1kg,H5,-72.95889,75.28
Grove Mountains 021510,2003.0,21st Century,Antarctica,Antarctica,462.7,100-1kg,H4,-72.93667,75.30139
Grove Mountains 021511,2003.0,21st Century,Antarctica,Antarctica,11.5,10-100g,H6,-72.93528,75.32
Grove Mountains 021512,2003.0,21st Century,Antarctica,Antarctica,143.4,100-1kg,L-OTHER,-72.935,75.31861
Grove Mountains 021514,2003.0,21st Century,Antarctica,Antarctica,30.82,10-100g,H6,-72.93472,75.32028
Grove Mountains 021515,2003.0,21st Century,Antarctica,Antarctica,61.32,10-100g,L6,-72.94917,75.25861
Grove Mountains 021516,2003.0,21st Century,Antarctica,Antarctica,88.91,10-100g,H5,-72.93472,75.32028
Grove Mountains 021517,2003.0,21st Century,Antarctica,Antarctica,96.36,10-100g,H5,-72.93611,75.31361
Grove Mountains 021518,2003.0,21st Century,Antarctica,Antarctica,54.14,10-100g,H5,-72.93639,75.31417
Grove Mountains 021520,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,H6,-72.953333,75.228056
Grove Mountains 021522,2003.0,21st Century,Antarctica,Antarctica,1.18,1-10g,H6,-72.95944,75.23694
Grove Mountains 021523,2003.0,21st Century,Antarctica,Antarctica,1.32,1-10g,L6,-72.95944,75.21611
Grove Mountains 021525,2003.0,21st Century,Antarctica,Antarctica,3.87,1-10g,OTHER,-72.96083,75.24722
Grove Mountains 021528,2003.0,21st Century,Antarctica,Antarctica,2.49,1-10g,H-OTHER,-72.960833,75.225278
Grove Mountains 021529,2003.0,21st Century,Antarctica,Antarctica,3.08,1-10g,L5,-72.9642,75.2392
Grove Mountains 021533,2003.0,21st Century,Antarctica,Antarctica,4.34,1-10g,L6,-72.96306,75.21472
Grove Mountains 021535,2003.0,21st Century,Antarctica,Antarctica,0.7,<1g,H4,-72.9625,75.225833
Grove Mountains 021536,2003.0,21st Century,Antarctica,Antarctica,1.45,1-10g,CARBONACEOUS,-72.96472,75.21639
Grove Mountains 021537,2003.0,21st Century,Antarctica,Antarctica,0.55,<1g,L5,-72.9656,75.2431
Grove Mountains 021540,2003.0,21st Century,Antarctica,Antarctica,3.12,1-10g,L5,-72.96028,75.22028
Grove Mountains 021547,2003.0,21st Century,Antarctica,Antarctica,19.6,10-100g,L5,-72.96389,75.22222
Grove Mountains 021548,2003.0,21st Century,Antarctica,Antarctica,31.81,10-100g,L5,-72.96278,75.24611
Grove Mountains 021549,2003.0,21st Century,Antarctica,Antarctica,16.26,10-100g,H4,-72.93472,75.32167
Grove Mountains 021550,2003.0,21st Century,Antarctica,Antarctica,18.63,10-100g,H4,-72.93472,75.32028
Grove Mountains 021552,2003.0,21st Century,Antarctica,Antarctica,0.83,<1g,H6,-72.935,75.31389
Grove Mountains 021553,2003.0,21st Century,Antarctica,Antarctica,0.6,<1g,OTHER,-72.93472,75.32194
Grove Mountains 021554,2003.0,21st Century,Antarctica,Antarctica,1.51,1-10g,H4,-72.935,75.31861
Grove Mountains 021558,2003.0,21st Century,Antarctica,Antarctica,25.4,10-100g,L6,-72.93472,75.32083
Grove Mountains 021559,2003.0,21st Century,Antarctica,Antarctica,10.45,10-100g,H4,-72.93528,75.32222
Grove Mountains 021561,2003.0,21st Century,Antarctica,Antarctica,3.2,1-10g,H4,-72.93611,75.30556
Grove Mountains 021562,2003.0,21st Century,Antarctica,Antarctica,4.4,1-10g,L-OTHER,-72.935278,75.316667
Grove Mountains 021563,2003.0,21st Century,Antarctica,Antarctica,7.0,1-10g,L-OTHER,-72.93444,75.325
Grove Mountains 021564,2003.0,21st Century,Antarctica,Antarctica,13.69,10-100g,H5,-72.93417,75.32222
Grove Mountains 021566,2003.0,21st Century,Antarctica,Antarctica,13.48,10-100g,H4,-72.93833,75.28972
Grove Mountains 021568,2003.0,21st Century,Antarctica,Antarctica,9.34,1-10g,H4,-72.938333,75.290278
Grove Mountains 021569,2003.0,21st Century,Antarctica,Antarctica,19.67,10-100g,H4,-72.94028,75.28583
Grove Mountains 021570,2003.0,21st Century,Antarctica,Antarctica,24.36,10-100g,H5,-72.93333,75.33528
Grove Mountains 021571,2003.0,21st Century,Antarctica,Antarctica,112.54,100-1kg,H5,-72.93417,75.32583
Grove Mountains 021572,2003.0,21st Century,Antarctica,Antarctica,56.95,10-100g,L-OTHER,-72.93833,75.28972
Grove Mountains 021573,2003.0,21st Century,Antarctica,Antarctica,47.17,10-100g,L6,-72.94333,75.27167
Grove Mountains 021574,2003.0,21st Century,Antarctica,Antarctica,19.19,10-100g,L6,-72.96306,75.23917
Grove Mountains 021575,2003.0,21st Century,Antarctica,Antarctica,2.5,1-10g,L5,-72.96028,75.22222
Grove Mountains 021576,2003.0,21st Century,Antarctica,Antarctica,105.88,100-1kg,H4,-72.96389,75.21611
Grove Mountains 021578,2003.0,21st Century,Antarctica,Antarctica,14.42,10-100g,L6,-72.96278,75.23889
Grove Mountains 021579,2003.0,21st Century,Antarctica,Antarctica,6.6,1-10g,CARBONACEOUS,-72.96528,75.21528
Grove Mountains 021580,2003.0,21st Century,Antarctica,Antarctica,0.48,<1g,CARBONACEOUS,-72.9633,75.2178
Grove Mountains 021581,2003.0,21st Century,Antarctica,Antarctica,54.2,10-100g,L5,-72.965,75.22028
Grove Mountains 021582,2003.0,21st Century,Antarctica,Antarctica,44.22,10-100g,L5,-72.96306,75.22444
Grove Mountains 021583,2003.0,21st Century,Antarctica,Antarctica,8.81,1-10g,L-OTHER,-72.9625,75.23417
Grove Mountains 021585,2003.0,21st Century,Antarctica,Antarctica,4.16,1-10g,L6,-72.963333,75.255833
Grove Mountains 021586,2003.0,21st Century,Antarctica,Antarctica,11.59,10-100g,L5,-72.96194,75.25556
Grove Mountains 021587,2003.0,21st Century,Antarctica,Antarctica,31.33,10-100g,L5,-72.96389,75.22528
Grove Mountains 021588,2003.0,21st Century,Antarctica,Antarctica,9.58,1-10g,L6,-72.961389,75.224722
Grove Mountains 021589,2003.0,21st Century,Antarctica,Antarctica,67.42,10-100g,H5,-72.96583,75.23
Grove Mountains 021590,2003.0,21st Century,Antarctica,Antarctica,16.49,10-100g,H5,-72.93556,75.29833
Grove Mountains 021592,2003.0,21st Century,Antarctica,Antarctica,3.88,1-10g,H4,-72.85222,75.21944
Grove Mountains 021593,2003.0,21st Century,Antarctica,Antarctica,28.09,10-100g,H4,-72.85444,75.21083
Grove Mountains 021594,2003.0,21st Century,Antarctica,Antarctica,108.9,100-1kg,L5,-72.82722,75.28083
Grove Mountains 021595,2003.0,21st Century,Antarctica,Antarctica,22.53,10-100g,L6,-72.82444,75.29167
Grove Mountains 021596,2003.0,21st Century,Antarctica,Antarctica,8.36,1-10g,L6,-72.824722,75.291944
Grove Mountains 021597,2003.0,21st Century,Antarctica,Antarctica,26.77,10-100g,L6,-72.82472,75.29139
Grove Mountains 021598,2003.0,21st Century,Antarctica,Antarctica,79.76,10-100g,H6,-72.825,75.35667
Grove Mountains 021600,2003.0,21st Century,Antarctica,Antarctica,24.51,10-100g,H4,-72.825,75.35639
Grove Mountains 021601,2003.0,21st Century,Antarctica,Antarctica,0.85,<1g,H6,-72.825,75.356111
Grove Mountains 021602,2003.0,21st Century,Antarctica,Antarctica,13.59,10-100g,H5,-72.825,75.35667
Grove Mountains 021603,2003.0,21st Century,Antarctica,Antarctica,4360.0,1-10kg,H-OTHER,-72.82278,75.29639
Grove Mountains 021604,2003.0,21st Century,Antarctica,Antarctica,371.1,100-1kg,H5,-72.94167,75.2775
Grove Mountains 021605,2003.0,21st Century,Antarctica,Antarctica,6.51,1-10g,L6,-72.962778,75.225556
Grove Mountains 021607,2003.0,21st Century,Antarctica,Antarctica,0.6,<1g,H6,-72.99611,75.20333
Grove Mountains 021608,2003.0,21st Century,Antarctica,Antarctica,1.56,1-10g,H4,-72.99583,75.20389
Grove Mountains 021609,2003.0,21st Century,Antarctica,Antarctica,3.26,1-10g,H4,-72.9775,75.216944
Grove Mountains 021610,2003.0,21st Century,Antarctica,Antarctica,49.85,10-100g,L5,-72.82444,75.29167
Grove Mountains 021611,2003.0,21st Century,Antarctica,Antarctica,26.72,10-100g,H5,-72.77528,75.32472
Grove Mountains 021612,2003.0,21st Century,Antarctica,Antarctica,2.17,1-10g,H5,-72.77417,75.33167
Grove Mountains 021613,2003.0,21st Century,Antarctica,Antarctica,1.3,1-10g,L6,-72.773889,75.336944
Grove Mountains 021614,2003.0,21st Century,Antarctica,Antarctica,47.32,10-100g,L5,-72.77333,75.33222
Grove Mountains 021615,2003.0,21st Century,Antarctica,Antarctica,4.7,1-10g,L5,-72.77361,75.33361
Grove Mountains 021617,2003.0,21st Century,Antarctica,Antarctica,4.25,1-10g,L6,-72.77444,75.32306
Grove Mountains 021619,2003.0,21st Century,Antarctica,Antarctica,1.85,1-10g,H5,-72.793889,75.281944
Grove Mountains 021621,2003.0,21st Century,Antarctica,Antarctica,1.2,1-10g,H5,-72.783333,75.281944
Grove Mountains 021622,2003.0,21st Century,Antarctica,Antarctica,0.55,<1g,H5,-72.783611,75.2975
Grove Mountains 021623,2003.0,21st Century,Antarctica,Antarctica,0.46,<1g,H5,-72.78556,75.29583
Grove Mountains 021626,2003.0,21st Century,Antarctica,Antarctica,0.44,<1g,H5,-72.78917,75.28583
Grove Mountains 021628,2003.0,21st Century,Antarctica,Antarctica,3.38,1-10g,H4,-72.79167,75.29083
Grove Mountains 021629,2003.0,21st Century,Antarctica,Antarctica,1.31,1-10g,H4,-72.7925,75.29194
Grove Mountains 021630,2003.0,21st Century,Antarctica,Antarctica,1.0,<1g,H5,-72.7914,75.2997
Grove Mountains 021631,2003.0,21st Century,Antarctica,Antarctica,0.7,<1g,H4,-72.791389,75.297222
Grove Mountains 021632,2003.0,21st Century,Antarctica,Antarctica,2.07,1-10g,L5,-72.79111,75.28833
Grove Mountains 021633,2003.0,21st Century,Antarctica,Antarctica,1.18,1-10g,L6,-72.790278,75.283333
Grove Mountains 021634,2003.0,21st Century,Antarctica,Antarctica,0.92,<1g,L6,-72.785,75.302222
Grove Mountains 021635,2003.0,21st Century,Antarctica,Antarctica,6.55,1-10g,L6,-72.784722,75.298889
Grove Mountains 021636,2003.0,21st Century,Antarctica,Antarctica,4.14,1-10g,L6,-72.781944,75.321389
Grove Mountains 021637,2003.0,21st Century,Antarctica,Antarctica,2.18,1-10g,L6,-72.7825,75.32222
Grove Mountains 021638,2003.0,21st Century,Antarctica,Antarctica,1.53,1-10g,H5,-72.7825,75.32639
Grove Mountains 021639,2003.0,21st Century,Antarctica,Antarctica,1.08,1-10g,L6,-72.7825,75.32167
Grove Mountains 021640,2003.0,21st Century,Antarctica,Antarctica,0.81,<1g,H5,-72.79,75.29972
Grove Mountains 021643,2003.0,21st Century,Antarctica,Antarctica,12.81,10-100g,L-OTHER,-72.77278,75.34556
Grove Mountains 021649,2003.0,21st Century,Antarctica,Antarctica,13.9,10-100g,L6,-72.77333,75.33333
Grove Mountains 021650,2003.0,21st Century,Antarctica,Antarctica,0.89,<1g,L6,-72.776944,75.330833
Grove Mountains 021651,2003.0,21st Century,Antarctica,Antarctica,35.15,10-100g,L5,-72.77639,75.34778
Grove Mountains 021652,2003.0,21st Century,Antarctica,Antarctica,57.89,10-100g,L5,-72.77444,75.33417
Grove Mountains 021653,2003.0,21st Century,Antarctica,Antarctica,1.0,<1g,H4,-72.77306,75.315
Grove Mountains 021654,2003.0,21st Century,Antarctica,Antarctica,16.56,10-100g,L-OTHER,-72.77333,75.33194
Grove Mountains 021658,2003.0,21st Century,Antarctica,Antarctica,1.72,1-10g,L6,-72.77278,75.35
Grove Mountains 021659,2003.0,21st Century,Antarctica,Antarctica,8.03,1-10g,H5,-72.77306,75.34583
Grove Mountains 021661,2003.0,21st Century,Antarctica,Antarctica,6.46,1-10g,H5,-72.77417,75.33111
Grove Mountains 021662,2003.0,21st Century,Antarctica,Antarctica,2.58,1-10g,H5,-72.77389,75.33361
Grove Mountains 021663,2003.0,21st Century,Antarctica,Antarctica,2.19,1-10g,L-OTHER,-72.773611,75.339722
Grove Mountains 021665,2003.0,21st Century,Antarctica,Antarctica,1.29,1-10g,H6,-72.772778,75.337778
Grove Mountains 021668,2003.0,21st Century,Antarctica,Antarctica,88.53,10-100g,L-OTHER,-72.77861,75.33
Grove Mountains 021669,2003.0,21st Century,Antarctica,Antarctica,406.1,100-1kg,L5,-72.77833,75.33028
Grove Mountains 021670,2003.0,21st Century,Antarctica,Antarctica,282.4,100-1kg,L5,-72.77861,75.33167
Grove Mountains 021671,2003.0,21st Century,Antarctica,Antarctica,37.8,10-100g,L6,-72.77861,75.33083
Grove Mountains 021672,2003.0,21st Century,Antarctica,Antarctica,265.2,100-1kg,L6,-72.77861,75.32972
Grove Mountains 021673,2003.0,21st Century,Antarctica,Antarctica,187.38,100-1kg,L5,-72.77806,75.33417
Grove Mountains 021923,2003.0,21st Century,Antarctica,Antarctica,0.47,<1g,H5,-72.7775,75.33528
Grove Mountains 021674,2003.0,21st Century,Antarctica,Antarctica,83.65,10-100g,L5,-72.77806,75.33722
Grove Mountains 021675,2003.0,21st Century,Antarctica,Antarctica,56.25,10-100g,L6,-72.77806,75.33472
Grove Mountains 021676,2003.0,21st Century,Antarctica,Antarctica,51.6,10-100g,L6,-72.77778,75.33222
Grove Mountains 021677,2003.0,21st Century,Antarctica,Antarctica,37.9,10-100g,L6,-72.77778,75.3325
Grove Mountains 021678,2003.0,21st Century,Antarctica,Antarctica,32.65,10-100g,L6,-72.77722,75.33778
Grove Mountains 021679,2003.0,21st Century,Antarctica,Antarctica,27.55,10-100g,L5,-72.77722,75.33889
Grove Mountains 021680,2003.0,21st Century,Antarctica,Antarctica,21.01,10-100g,L5,-72.77722,75.34083
Grove Mountains 021681,2003.0,21st Century,Antarctica,Antarctica,9.72,1-10g,L6,-72.775833,75.330556
Grove Mountains 021682,2003.0,21st Century,Antarctica,Antarctica,9.04,1-10g,L6,-72.775556,75.329167
Grove Mountains 021684,2003.0,21st Century,Antarctica,Antarctica,6.65,1-10g,L6,-72.775,75.320833
Grove Mountains 021689,2003.0,21st Century,Antarctica,Antarctica,2.59,1-10g,H5,-72.774444,75.345556
Grove Mountains 021690,2003.0,21st Century,Antarctica,Antarctica,0.93,<1g,H4,-72.773889,75.336389
Grove Mountains 021691,2003.0,21st Century,Antarctica,Antarctica,0.98,<1g,L5,-72.77389,75.34083
Grove Mountains 021692,2003.0,21st Century,Antarctica,Antarctica,0.61,<1g,OTHER,-72.773889,75.347222
Grove Mountains 021694,2003.0,21st Century,Antarctica,Antarctica,1.0,<1g,H4,-72.77361,75.34444
Grove Mountains 021696,2003.0,21st Century,Antarctica,Antarctica,3.41,1-10g,L6,-72.77361,75.3475
Grove Mountains 021698,2003.0,21st Century,Antarctica,Antarctica,0.66,<1g,L6,-72.773333,75.36
Grove Mountains 021700,2003.0,21st Century,Antarctica,Antarctica,17.31,10-100g,H6,-72.77333,75.34833
Grove Mountains 021701,2003.0,21st Century,Antarctica,Antarctica,1.02,1-10g,L6,-72.773333,75.349722
Grove Mountains 021703,2003.0,21st Century,Antarctica,Antarctica,0.45,<1g,L5,-72.77333,75.33861
Grove Mountains 021704,2003.0,21st Century,Antarctica,Antarctica,6.2,1-10g,L5,-72.773333,75.3375
Grove Mountains 021706,2003.0,21st Century,Antarctica,Antarctica,16.99,10-100g,L6,-72.77361,75.31972
Grove Mountains 021707,2003.0,21st Century,Antarctica,Antarctica,0.99,<1g,H5,-72.773611,75.322222
Grove Mountains 021710,2003.0,21st Century,Antarctica,Antarctica,442.6,100-1kg,CARBONACEOUS,-72.79028,75.29333
Grove Mountains 021711,2003.0,21st Century,Antarctica,Antarctica,274.1,100-1kg,L6,-72.79028,75.29361
Grove Mountains 021712,2003.0,21st Century,Antarctica,Antarctica,285.3,100-1kg,L5,-72.79028,75.295
Grove Mountains 021713,2003.0,21st Century,Antarctica,Antarctica,147.89,100-1kg,L6,-72.79,75.29583
Grove Mountains 021714,2003.0,21st Century,Antarctica,Antarctica,136.81,100-1kg,L6,-72.79,75.29722
Grove Mountains 021715,2003.0,21st Century,Antarctica,Antarctica,1.47,1-10g,H5,-72.79,75.29639
Grove Mountains 021717,2003.0,21st Century,Antarctica,Antarctica,1.15,1-10g,H5,-72.79028,75.2975
Grove Mountains 021719,2003.0,21st Century,Antarctica,Antarctica,1.0,<1g,H5,-72.79056,75.28139
Grove Mountains 021720,2003.0,21st Century,Antarctica,Antarctica,1.08,1-10g,H4,-72.79056,75.27944
Grove Mountains 021722,2003.0,21st Century,Antarctica,Antarctica,33.21,10-100g,L6,-72.79056,75.28278
Grove Mountains 021723,2003.0,21st Century,Antarctica,Antarctica,25.55,10-100g,L6,-72.79056,75.27694
Grove Mountains 021724,2003.0,21st Century,Antarctica,Antarctica,22.02,10-100g,L5,-72.78972,75.29722
Grove Mountains 021725,2003.0,21st Century,Antarctica,Antarctica,24.99,10-100g,L5,-72.78972,75.29194
Grove Mountains 021726,2003.0,21st Century,Antarctica,Antarctica,11.24,10-100g,L-OTHER,-72.79,75.28944
Grove Mountains 021727,2003.0,21st Century,Antarctica,Antarctica,9.17,1-10g,L6,-72.79,75.298056
Grove Mountains 021728,2003.0,21st Century,Antarctica,Antarctica,2.19,1-10g,H5,-72.789722,75.284444
Grove Mountains 021729,2003.0,21st Century,Antarctica,Antarctica,2.97,1-10g,L-OTHER,-72.78972,75.29028
Grove Mountains 021730,2003.0,21st Century,Antarctica,Antarctica,9.72,1-10g,L6,-72.790556,75.298889
Grove Mountains 021732,2003.0,21st Century,Antarctica,Antarctica,3.99,1-10g,L6,-72.78889,75.29472
Grove Mountains 021733,2003.0,21st Century,Antarctica,Antarctica,4.14,1-10g,H4,-72.788889,75.295833
Grove Mountains 021735,2003.0,21st Century,Antarctica,Antarctica,2.58,1-10g,H4,-72.78889,75.2975
Grove Mountains 021736,2003.0,21st Century,Antarctica,Antarctica,6.11,1-10g,L6,-72.789444,75.292222
Grove Mountains 021737,2003.0,21st Century,Antarctica,Antarctica,2.65,1-10g,L6,-72.789167,75.300833
Grove Mountains 021738,2003.0,21st Century,Antarctica,Antarctica,2.59,1-10g,H4,-72.788056,75.303889
Grove Mountains 021739,2003.0,21st Century,Antarctica,Antarctica,2.11,1-10g,L6,-72.788056,75.304167
Grove Mountains 021742,2003.0,21st Century,Antarctica,Antarctica,1.33,1-10g,H4,-72.78806,75.305
Grove Mountains 021743,2003.0,21st Century,Antarctica,Antarctica,1.51,1-10g,H4,-72.78806,75.31083
Grove Mountains 021744,2003.0,21st Century,Antarctica,Antarctica,1.08,1-10g,H4,-72.78778,75.28889
Grove Mountains 021745,2003.0,21st Century,Antarctica,Antarctica,1.14,1-10g,H4,-72.78694,75.30444
Grove Mountains 021746,2003.0,21st Century,Antarctica,Antarctica,0.8,<1g,L5,-72.78694,75.30472
Grove Mountains 021748,2003.0,21st Century,Antarctica,Antarctica,2.41,1-10g,L5,-72.78694,75.30306
Grove Mountains 021754,2003.0,21st Century,Antarctica,Antarctica,0.68,<1g,L5,-72.786944,75.315278
Grove Mountains 021756,2003.0,21st Century,Antarctica,Antarctica,0.23,<1g,L-OTHER,-72.7847,75.2892
Grove Mountains 021759,2003.0,21st Century,Antarctica,Antarctica,0.84,<1g,L6,-72.78472,75.2875
Grove Mountains 021760,2003.0,21st Century,Antarctica,Antarctica,2.53,1-10g,L6,-72.78444,75.29028
Grove Mountains 021763,2003.0,21st Century,Antarctica,Antarctica,0.59,<1g,L6,-72.78389,75.30806
Grove Mountains 021767,2003.0,21st Century,Antarctica,Antarctica,0.86,<1g,CARBONACEOUS,-72.78472,75.29444
Grove Mountains 021768,2003.0,21st Century,Antarctica,Antarctica,1.0,<1g,CARBONACEOUS,-72.784444,75.325833
Grove Mountains 021769,2003.0,21st Century,Antarctica,Antarctica,0.66,<1g,CARBONACEOUS,-72.7844,75.3094
Grove Mountains 021770,2003.0,21st Century,Antarctica,Antarctica,2.42,1-10g,L6,-72.775,75.31556
Grove Mountains 021771,2003.0,21st Century,Antarctica,Antarctica,0.45,<1g,L6,-72.775,75.3175
Grove Mountains 021772,2003.0,21st Century,Antarctica,Antarctica,4.41,1-10g,L6,-72.775,75.332778
Grove Mountains 021774,2003.0,21st Century,Antarctica,Antarctica,2.56,1-10g,L6,-72.77444,75.33139
Grove Mountains 021776,2003.0,21st Century,Antarctica,Antarctica,19.63,10-100g,L6,-72.774167,75.325556
Grove Mountains 021785,2003.0,21st Century,Antarctica,Antarctica,71.74,10-100g,L5,-72.775,75.33889
Grove Mountains 021786,2003.0,21st Century,Antarctica,Antarctica,72.48999999999998,10-100g,L6,-72.77528,75.33889
Grove Mountains 021787,2003.0,21st Century,Antarctica,Antarctica,70.11,10-100g,L6,-72.775,75.34167
Grove Mountains 021788,2003.0,21st Century,Antarctica,Antarctica,24.9,10-100g,L-OTHER,-72.77333,75.32222
Grove Mountains 021789,2003.0,21st Century,Antarctica,Antarctica,35.11,10-100g,H5,-72.77444,75.33333
Grove Mountains 021790,2003.0,21st Century,Antarctica,Antarctica,12.62,10-100g,L6,-72.77472,75.33361
Grove Mountains 021791,2003.0,21st Century,Antarctica,Antarctica,102.02,100-1kg,L5,-72.77361,75.32222
Grove Mountains 021792,2003.0,21st Century,Antarctica,Antarctica,88.64,10-100g,L6,-72.77361,75.3225
Grove Mountains 021793,2003.0,21st Century,Antarctica,Antarctica,49.78,10-100g,L6,-72.77361,75.32278
Grove Mountains 021794,2003.0,21st Century,Antarctica,Antarctica,44.5,10-100g,L5,-72.77361,75.32306
Grove Mountains 021795,2003.0,21st Century,Antarctica,Antarctica,41.78,10-100g,H5,-72.77389,75.32389
Grove Mountains 021796,2003.0,21st Century,Antarctica,Antarctica,55.32,10-100g,L6,-72.77389,75.32417
Grove Mountains 021797,2003.0,21st Century,Antarctica,Antarctica,99.66,10-100g,L6,-72.77389,75.32444
Grove Mountains 021798,2003.0,21st Century,Antarctica,Antarctica,8.54,1-10g,H4,-72.77389,75.32472
Grove Mountains 021799,2003.0,21st Century,Antarctica,Antarctica,49.78,10-100g,L6,-72.77333,75.33361
Grove Mountains 021800,2003.0,21st Century,Antarctica,Antarctica,14.06,10-100g,L-OTHER,-72.77333,75.33389
Grove Mountains 021801,2003.0,21st Century,Antarctica,Antarctica,28.08,10-100g,L5,-72.77333,75.33417
Grove Mountains 021802,2003.0,21st Century,Antarctica,Antarctica,175.0,100-1kg,L5,-72.77333,75.33444
Grove Mountains 021803,2003.0,21st Century,Antarctica,Antarctica,115.9,100-1kg,L5,-72.77417,75.33889
Grove Mountains 021804,2003.0,21st Century,Antarctica,Antarctica,46.13,10-100g,L5,-72.775,75.32944
Grove Mountains 021805,2003.0,21st Century,Antarctica,Antarctica,179.05,100-1kg,L6,-72.77472,75.33083
Grove Mountains 021806,2003.0,21st Century,Antarctica,Antarctica,58.6,10-100g,L5,-72.77472,75.33083
Grove Mountains 021807,2003.0,21st Century,Antarctica,Antarctica,4.05,1-10g,H5,-72.77472,75.33083
Grove Mountains 021808,2003.0,21st Century,Antarctica,Antarctica,2.44,1-10g,H5,-72.774722,75.330833
Grove Mountains 021812,2003.0,21st Century,Antarctica,Antarctica,2.43,1-10g,L6,-72.775,75.34111
Grove Mountains 021814,2003.0,21st Century,Antarctica,Antarctica,1.52,1-10g,H6,-72.775,75.34111
Grove Mountains 021815,2003.0,21st Century,Antarctica,Antarctica,1.31,1-10g,L6,-72.775,75.34111
Grove Mountains 021816,2003.0,21st Century,Antarctica,Antarctica,1.01,1-10g,H4,-72.775,75.341111
Grove Mountains 021818,2003.0,21st Century,Antarctica,Antarctica,1.83,1-10g,L5,-72.77722,75.33806
Grove Mountains 021819,2003.0,21st Century,Antarctica,Antarctica,1.34,1-10g,L6,-72.77722,75.33806
Grove Mountains 021821,2003.0,21st Century,Antarctica,Antarctica,1.17,1-10g,L6,-72.777222,75.338056
Grove Mountains 021824,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,H4,-72.77722,75.33833
Grove Mountains 021826,2003.0,21st Century,Antarctica,Antarctica,1.06,1-10g,H5,-72.777222,75.338889
Grove Mountains 021827,2003.0,21st Century,Antarctica,Antarctica,0.63,<1g,H5,-72.77722,75.33917
Grove Mountains 021829,2003.0,21st Century,Antarctica,Antarctica,0.64,<1g,H4,-72.778611,75.330278
Grove Mountains 021831,2003.0,21st Century,Antarctica,Antarctica,0.47,<1g,H5,-72.77861,75.33083
Grove Mountains 021833,2003.0,21st Century,Antarctica,Antarctica,1.29,1-10g,H6,-72.778611,75.331389
Grove Mountains 021835,2003.0,21st Century,Antarctica,Antarctica,1.22,1-10g,H5,-72.781944,75.322222
Grove Mountains 021837,2003.0,21st Century,Antarctica,Antarctica,1.01,1-10g,L5,-72.781944,75.322778
Grove Mountains 021838,2003.0,21st Century,Antarctica,Antarctica,0.99,<1g,L6,-72.781944,75.323056
Grove Mountains 021840,2003.0,21st Century,Antarctica,Antarctica,0.92,<1g,H4,-72.778333,75.325278
Grove Mountains 021843,2003.0,21st Century,Antarctica,Antarctica,0.52,<1g,H5,-72.77833,75.32611
Grove Mountains 021846,2003.0,21st Century,Antarctica,Antarctica,0.46,<1g,L5,-72.7783,75.3269
Grove Mountains 021861,2003.0,21st Century,Antarctica,Antarctica,0.52,<1g,L5,-72.7753,75.3364
Grove Mountains 021865,2003.0,21st Century,Antarctica,Antarctica,1.28,1-10g,CARBONACEOUS,-72.775278,75.3375
Grove Mountains 021868,2003.0,21st Century,Antarctica,Antarctica,1.59,1-10g,H5,-72.775278,75.338056
Grove Mountains 021869,2003.0,21st Century,Antarctica,Antarctica,2.43,1-10g,H5,-72.7753,75.3381
Grove Mountains 021870,2003.0,21st Century,Antarctica,Antarctica,1.72,1-10g,H6,-72.77528,75.33806
Grove Mountains 021871,2003.0,21st Century,Antarctica,Antarctica,1.5,1-10g,H5,-72.7753,75.3381
Grove Mountains 021873,2003.0,21st Century,Antarctica,Antarctica,0.92,<1g,H4,-72.777778,75.327778
Grove Mountains 021877,2003.0,21st Century,Antarctica,Antarctica,0.83,<1g,H5,-72.77778,75.32806
Grove Mountains 021878,2003.0,21st Century,Antarctica,Antarctica,1.3,1-10g,H4,-72.777778,75.328333
