name,year,year_period,continent,country,mass_cleaned,mass_bin,recclass_clean,reclat,reclong
Grove Mountains 021882,2003.0,21st Century,Antarctica,Antarctica,1.08,1-10g,H4,-72.77778,75.32944
Grove Mountains 021884,2003.0,21st Century,Antarctica,Antarctica,0.88,<1g,H5,-72.777778,75.33
Grove Mountains 021885,2003.0,21st Century,Antarctica,Antarctica,1.09,1-10g,H5,-72.777778,75.330278
Grove Mountains 021889,2003.0,21st Century,Antarctica,Antarctica,0.82,<1g,H4,-72.778056,75.325556
Grove Mountains 021890,2003.0,21st Century,Antarctica,Antarctica,1.2,1-10g,H4,-72.77806,75.32583
Grove Mountains 021891,2003.0,21st Century,Antarctica,Antarctica,0.45,<1g,H5,-72.7781,75.3261
Grove Mountains 021892,2003.0,21st Century,Antarctica,Antarctica,0.44,<1g,H5,-72.7781,75.3264
Grove Mountains 021893,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,H4,-72.778056,75.326667
Grove Mountains 021895,2003.0,21st Century,Antarctica,Antarctica,0.83,<1g,H4,-72.77806,75.32722
Grove Mountains 021896,2003.0,21st Century,Antarctica,Antarctica,0.89,<1g,H5,-72.778056,75.3275
Grove Mountains 021900,2003.0,21st Century,Antarctica,Antarctica,0.55,<1g,H5,-72.776944,75.323333
Grove Mountains 021901,2003.0,21st Century,Antarctica,Antarctica,0.67,<1g,H5,-72.77694,75.32361
Grove Mountains 021902,2003.0,21st Century,Antarctica,Antarctica,0.67,<1g,H4,-72.77694,75.32389
Grove Mountains 021905,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,H4,-72.776944,75.324722
Grove Mountains 021911,2003.0,21st Century,Antarctica,Antarctica,0.45,<1g,H5,-72.7769,75.3264
Grove Mountains 021913,2003.0,21st Century,Antarctica,Antarctica,0.67,<1g,H4,-72.77694,75.32694
Grove Mountains 021914,2003.0,21st Century,Antarctica,Antarctica,0.59,<1g,H5,-72.776944,75.327222
Grove Mountains 021917,2003.0,21st Century,Antarctica,Antarctica,0.46,<1g,H5,-72.7775,75.3336
Grove Mountains 021919,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,H5,-72.7775,75.334167
Grove Mountains 021920,2003.0,21st Century,Antarctica,Antarctica,0.48,<1g,H5,-72.7775,75.3344
Grove Mountains 021924,2003.0,21st Century,Antarctica,Antarctica,0.47,<1g,H5,-72.7775,75.33556
Grove Mountains 021933,2003.0,21st Century,Antarctica,Antarctica,6.01,1-10g,L5,-72.776389,75.319167
Grove Mountains 021934,2003.0,21st Century,Antarctica,Antarctica,3.38,1-10g,H4,-72.77639,75.31944
Grove Mountains 021935,2003.0,21st Century,Antarctica,Antarctica,3.07,1-10g,H5,-72.7764,75.3197
Grove Mountains 021936,2003.0,21st Century,Antarctica,Antarctica,2.6,1-10g,H5,-72.776389,75.32
Grove Mountains 021938,2003.0,21st Century,Antarctica,Antarctica,1.55,1-10g,H5,-72.77639,75.32056
Grove Mountains 021944,2003.0,21st Century,Antarctica,Antarctica,11.44,10-100g,L6,-72.77639,75.32222
Grove Mountains 021945,2003.0,21st Century,Antarctica,Antarctica,8.57,1-10g,L6,-72.77639,75.3225
Grove Mountains 021946,2003.0,21st Century,Antarctica,Antarctica,8.21,1-10g,L5,-72.7731,75.34
Grove Mountains 021947,2003.0,21st Century,Antarctica,Antarctica,7.87,1-10g,H4,-72.773056,75.340278
Grove Mountains 021948,2003.0,21st Century,Antarctica,Antarctica,8.0,1-10g,L6,-72.773056,75.340556
Grove Mountains 021951,2003.0,21st Century,Antarctica,Antarctica,5.56,1-10g,H4,-72.77306,75.34139
Grove Mountains 021952,2003.0,21st Century,Antarctica,Antarctica,3.5,1-10g,L6,-72.773056,75.341667
Grove Mountains 021953,2003.0,21st Century,Antarctica,Antarctica,3.26,1-10g,H6,-72.773056,75.341944
Grove Mountains 021954,2003.0,21st Century,Antarctica,Antarctica,4.57,1-10g,L6,-72.773056,75.342222
Grove Mountains 021955,2003.0,21st Century,Antarctica,Antarctica,3.97,1-10g,L6,-72.77306,75.3425
Grove Mountains 021957,2003.0,21st Century,Antarctica,Antarctica,4.15,1-10g,L6,-72.773056,75.343056
Grove Mountains 021958,2003.0,21st Century,Antarctica,Antarctica,3.26,1-10g,L6,-72.773056,75.343333
Grove Mountains 021959,2003.0,21st Century,Antarctica,Antarctica,3.42,1-10g,L5,-72.7731,75.3436
Grove Mountains 021962,2003.0,21st Century,Antarctica,Antarctica,2.42,1-10g,L6,-72.77306,75.34444
Grove Mountains 021963,2003.0,21st Century,Antarctica,Antarctica,2.44,1-10g,L5,-72.77306,75.34472
Grove Mountains 021964,2003.0,21st Century,Antarctica,Antarctica,2.13,1-10g,H5,-72.77306,75.345
Grove Mountains 021965,2003.0,21st Century,Antarctica,Antarctica,4.12,1-10g,L6,-72.773056,75.345278
Grove Mountains 021971,2003.0,21st Century,Antarctica,Antarctica,2.16,1-10g,L6,-72.77389,75.34111
Grove Mountains 021972,2003.0,21st Century,Antarctica,Antarctica,1.85,1-10g,L6,-72.773889,75.341389
Grove Mountains 021973,2003.0,21st Century,Antarctica,Antarctica,1.8,1-10g,H5,-72.7739,75.3417
Grove Mountains 021975,2003.0,21st Century,Antarctica,Antarctica,1.8,1-10g,H5,-72.773889,75.342222
Grove Mountains 021976,2003.0,21st Century,Antarctica,Antarctica,8.36,1-10g,L6,-72.773889,75.3425
Grove Mountains 021977,2003.0,21st Century,Antarctica,Antarctica,5.66,1-10g,H5,-72.77389,75.34278
Grove Mountains 021980,2003.0,21st Century,Antarctica,Antarctica,2.57,1-10g,H4,-72.77389,75.34333
Grove Mountains 021982,2003.0,21st Century,Antarctica,Antarctica,2.44,1-10g,L5,-72.773889,75.343333
Grove Mountains 021984,2003.0,21st Century,Antarctica,Antarctica,2.13,1-10g,H6,-72.77389,75.34333
Grove Mountains 021987,2003.0,21st Century,Antarctica,Antarctica,2.06,1-10g,H5,-72.77528,75.34528
Grove Mountains 021989,2003.0,21st Century,Antarctica,Antarctica,1.58,1-10g,L6,-72.775278,75.345833
Grove Mountains 021990,2003.0,21st Century,Antarctica,Antarctica,1.3,1-10g,L6,-72.775278,75.346111
Grove Mountains 021992,2003.0,21st Century,Antarctica,Antarctica,1.1,1-10g,CARBONACEOUS,-72.775278,75.346667
Grove Mountains 021995,2003.0,21st Century,Antarctica,Antarctica,3.48,1-10g,H6,-72.775278,75.3475
Grove Mountains 021998,2003.0,21st Century,Antarctica,Antarctica,2.12,1-10g,H4,-72.775,75.31528
Grove Mountains 022002,2003.0,21st Century,Antarctica,Antarctica,0.99,<1g,H4,-72.776389,75.347778
Grove Mountains 022003,2003.0,21st Century,Antarctica,Antarctica,0.81,<1g,H4,-72.776389,75.348056
Grove Mountains 022004,2003.0,21st Century,Antarctica,Antarctica,0.59,<1g,H5,-72.776389,75.348333
Grove Mountains 022005,2003.0,21st Century,Antarctica,Antarctica,8.93,1-10g,L6,-72.776389,75.348611
Grove Mountains 022006,2003.0,21st Century,Antarctica,Antarctica,1.82,1-10g,L6,-72.77639,75.34889
Grove Mountains 022011,2003.0,21st Century,Antarctica,Antarctica,2.63,1-10g,L5,-72.780556,75.345278
Grove Mountains 022012,2003.0,21st Century,Antarctica,Antarctica,1.29,1-10g,L6,-72.781111,75.3175
Grove Mountains 022013,2003.0,21st Century,Antarctica,Antarctica,3.9,1-10g,L5,-72.78111,75.31778
Grove Mountains 022018,2003.0,21st Century,Antarctica,Antarctica,3.5,1-10g,L6,-72.781111,75.319167
Grove Mountains 022020,2003.0,21st Century,Antarctica,Antarctica,0.69,<1g,L-OTHER,-72.775,75.33889
Grove Mountains 022021,2003.0,21st Century,Antarctica,Antarctica,2953.0,1-10kg,L5,-72.78056,75.31694
Grove Mountains 022022,2003.0,21st Century,Antarctica,Antarctica,228.6,100-1kg,L5,-72.78278,75.3025
Grove Mountains 022023,2003.0,21st Century,Antarctica,Antarctica,102.91,100-1kg,L5,-72.78306,75.30278
Grove Mountains 022024,2003.0,21st Century,Antarctica,Antarctica,405.9,100-1kg,L5,-72.78361,75.29944
Grove Mountains 022025,2003.0,21st Century,Antarctica,Antarctica,101.39,100-1kg,L6,-72.78361,75.29639
Grove Mountains 022026,2003.0,21st Century,Antarctica,Antarctica,73.31999999999998,10-100g,L5,-72.78333,75.29667
Grove Mountains 022027,2003.0,21st Century,Antarctica,Antarctica,169.65,100-1kg,L5,-72.78306,75.29833
Grove Mountains 022028,2003.0,21st Century,Antarctica,Antarctica,244.9,100-1kg,L5,-72.7825,75.30028
Grove Mountains 022029,2003.0,21st Century,Antarctica,Antarctica,245.5,100-1kg,L6,-72.7825,75.30028
Grove Mountains 022030,2003.0,21st Century,Antarctica,Antarctica,119.14,100-1kg,L5,-72.7825,75.30028
Grove Mountains 022031,2003.0,21st Century,Antarctica,Antarctica,39.86,10-100g,L6,-72.7825,75.30056
Grove Mountains 022032,2003.0,21st Century,Antarctica,Antarctica,204.8,100-1kg,L6,-72.7825,75.30167
Grove Mountains 022033,2003.0,21st Century,Antarctica,Antarctica,398.7,100-1kg,L5,-72.78222,75.30222
Grove Mountains 022034,2003.0,21st Century,Antarctica,Antarctica,345.0,100-1kg,L5,-72.78194,75.3025
Grove Mountains 022035,2003.0,21st Century,Antarctica,Antarctica,107.26,100-1kg,L6,-72.78194,75.30194
Grove Mountains 022036,2003.0,21st Century,Antarctica,Antarctica,96.54,10-100g,L5,-72.78194,75.30194
Grove Mountains 022037,2003.0,21st Century,Antarctica,Antarctica,935.9,100-1kg,L6,-72.78222,75.30111
Grove Mountains 022038,2003.0,21st Century,Antarctica,Antarctica,1012.0,1-10kg,L5,-72.78167,75.30278
Grove Mountains 022039,2003.0,21st Century,Antarctica,Antarctica,160.67,100-1kg,L5,-72.77861,75.31528
Grove Mountains 022040,2003.0,21st Century,Antarctica,Antarctica,589.5,100-1kg,L5,-72.77861,75.31528
Grove Mountains 022041,2003.0,21st Century,Antarctica,Antarctica,96.74,10-100g,L5,-72.77861,75.31528
Grove Mountains 022042,2003.0,21st Century,Antarctica,Antarctica,218.1,100-1kg,L5,-72.77861,75.31528
Grove Mountains 022043,2003.0,21st Century,Antarctica,Antarctica,208.7,100-1kg,L6,-72.77861,75.31528
Grove Mountains 022044,2003.0,21st Century,Antarctica,Antarctica,152.14,100-1kg,L6,-72.77861,75.31528
Grove Mountains 022045,2003.0,21st Century,Antarctica,Antarctica,47.76,10-100g,L6,-72.77861,75.31528
Grove Mountains 022046,2003.0,21st Century,Antarctica,Antarctica,4.04,1-10g,L6,-72.77861,75.31528
Grove Mountains 022047,2003.0,21st Century,Antarctica,Antarctica,5.48,1-10g,L6,-72.77861,75.31528
Grove Mountains 022048,2003.0,21st Century,Antarctica,Antarctica,4.19,1-10g,L6,-72.778611,75.315278
Grove Mountains 022049,2003.0,21st Century,Antarctica,Antarctica,3.44,1-10g,L6,-72.778611,75.315278
Grove Mountains 022052,2003.0,21st Century,Antarctica,Antarctica,2.48,1-10g,L6,-72.778611,75.315278
Grove Mountains 022053,2003.0,21st Century,Antarctica,Antarctica,2.1,1-10g,L6,-72.778611,75.315278
Grove Mountains 022054,2003.0,21st Century,Antarctica,Antarctica,2.13,1-10g,L5,-72.77861,75.31528
Grove Mountains 022055,2003.0,21st Century,Antarctica,Antarctica,1.81,1-10g,L5,-72.77861,75.31528
Grove Mountains 022056,2003.0,21st Century,Antarctica,Antarctica,2.16,1-10g,L6,-72.77861,75.31528
Grove Mountains 022061,2003.0,21st Century,Antarctica,Antarctica,0.56,<1g,L5,-72.77861,75.31528
Grove Mountains 022064,2003.0,21st Century,Antarctica,Antarctica,1.29,1-10g,L6,-72.77861,75.31528
Grove Mountains 022065,2003.0,21st Century,Antarctica,Antarctica,1.15,1-10g,L6,-72.77861,75.31528
Grove Mountains 022066,2003.0,21st Century,Antarctica,Antarctica,1.29,1-10g,L6,-72.77861,75.31528
Grove Mountains 022068,2003.0,21st Century,Antarctica,Antarctica,1.07,1-10g,L6,-72.778611,75.315278
Grove Mountains 022069,2003.0,21st Century,Antarctica,Antarctica,0.98,<1g,L5,-72.77917,75.31056
Grove Mountains 022077,2003.0,21st Century,Antarctica,Antarctica,0.44,<1g,L6,-72.7792,75.3106
Grove Mountains 022081,2003.0,21st Century,Antarctica,Antarctica,0.44,<1g,L5,-72.77917,75.31056
Grove Mountains 022088,2003.0,21st Century,Antarctica,Antarctica,0.48,<1g,L6,-72.7792,75.3106
Grove Mountains 022096,2003.0,21st Century,Antarctica,Antarctica,0.64,<1g,L-OTHER,-72.779167,75.310556
Grove Mountains 022099,2003.0,21st Century,Antarctica,Antarctica,2.55,1-10g,L6,-72.77917,75.31056
Grove Mountains 022100,2003.0,21st Century,Antarctica,Antarctica,1.56,1-10g,L5,-72.77917,75.31056
Grove Mountains 022107,2003.0,21st Century,Antarctica,Antarctica,1.05,1-10g,H4,-72.77917,75.31056
Grove Mountains 022109,2003.0,21st Century,Antarctica,Antarctica,0.54,<1g,H5,-72.77917,75.31056
Grove Mountains 022112,2003.0,21st Century,Antarctica,Antarctica,365.6,100-1kg,L6,-72.77917,75.31056
Grove Mountains 022113,2003.0,21st Century,Antarctica,Antarctica,33.49,10-100g,L6,-72.77917,75.31056
Grove Mountains 022114,2003.0,21st Century,Antarctica,Antarctica,171.43,100-1kg,L6,-72.77917,75.31056
Grove Mountains 022115,2003.0,21st Century,Antarctica,Antarctica,79.63,10-100g,L6,-72.77917,75.31056
Grove Mountains 022116,2003.0,21st Century,Antarctica,Antarctica,69.62,10-100g,L6,-72.77917,75.31056
Grove Mountains 022117,2003.0,21st Century,Antarctica,Antarctica,32.28,10-100g,L5,-72.77917,75.31056
Grove Mountains 022118,2003.0,21st Century,Antarctica,Antarctica,46.03,10-100g,L6,-72.77917,75.31056
Grove Mountains 022119,2003.0,21st Century,Antarctica,Antarctica,27.2,10-100g,L5,-72.77889,75.31361
Grove Mountains 022120,2003.0,21st Century,Antarctica,Antarctica,363.0,100-1kg,L6,-72.77889,75.31361
Grove Mountains 022121,2003.0,21st Century,Antarctica,Antarctica,107.56,100-1kg,L6,-72.77889,75.31361
Grove Mountains 022122,2003.0,21st Century,Antarctica,Antarctica,45.92,10-100g,L6,-72.77889,75.31361
Grove Mountains 022123,2003.0,21st Century,Antarctica,Antarctica,103.12,100-1kg,L5,-72.77889,75.31361
Grove Mountains 022124,2003.0,21st Century,Antarctica,Antarctica,22.75,10-100g,L6,-72.77889,75.31361
Grove Mountains 022125,2003.0,21st Century,Antarctica,Antarctica,47.14,10-100g,L6,-72.77889,75.31361
Grove Mountains 022126,2003.0,21st Century,Antarctica,Antarctica,47.98,10-100g,L5,-72.77889,75.31361
Grove Mountains 022127,2003.0,21st Century,Antarctica,Antarctica,39.15,10-100g,L5,-72.77889,75.31361
Grove Mountains 022128,2003.0,21st Century,Antarctica,Antarctica,31.14,10-100g,L5,-72.77889,75.31361
Grove Mountains 022129,2003.0,21st Century,Antarctica,Antarctica,30.24,10-100g,L6,-72.77889,75.31361
Grove Mountains 022130,2003.0,21st Century,Antarctica,Antarctica,30.54,10-100g,L6,-72.77889,75.31361
Grove Mountains 022131,2003.0,21st Century,Antarctica,Antarctica,24.75,10-100g,L6,-72.77889,75.31361
Grove Mountains 022132,2003.0,21st Century,Antarctica,Antarctica,23.92,10-100g,L6,-72.77889,75.31361
Grove Mountains 022133,2003.0,21st Century,Antarctica,Antarctica,21.37,10-100g,L6,-72.77889,75.31361
Grove Mountains 022134,2003.0,21st Century,Antarctica,Antarctica,19.99,10-100g,L6,-72.77889,75.31361
Grove Mountains 022135,2003.0,21st Century,Antarctica,Antarctica,17.33,10-100g,L6,-72.77889,75.31361
Grove Mountains 022136,2003.0,21st Century,Antarctica,Antarctica,12.34,10-100g,L6,-72.77889,75.31361
Grove Mountains 022137,2003.0,21st Century,Antarctica,Antarctica,6.59,1-10g,L6,-72.778889,75.313611
Grove Mountains 022138,2003.0,21st Century,Antarctica,Antarctica,69.47,10-100g,L6,-72.77889,75.31361
Grove Mountains 022139,2003.0,21st Century,Antarctica,Antarctica,40.9,10-100g,L6,-72.77889,75.31361
Grove Mountains 022140,2003.0,21st Century,Antarctica,Antarctica,36.35,10-100g,L6,-72.77889,75.31361
Grove Mountains 022141,2003.0,21st Century,Antarctica,Antarctica,26.6,10-100g,L5,-72.77889,75.31361
Grove Mountains 022142,2003.0,21st Century,Antarctica,Antarctica,23.31,10-100g,L5,-72.77889,75.31361
Grove Mountains 022143,2003.0,21st Century,Antarctica,Antarctica,14.71,10-100g,L5,-72.77889,75.31361
Grove Mountains 022144,2003.0,21st Century,Antarctica,Antarctica,8.6,1-10g,L6,-72.77889,75.31361
Grove Mountains 022145,2003.0,21st Century,Antarctica,Antarctica,31.8,10-100g,L6,-72.77889,75.31361
Grove Mountains 022146,2003.0,21st Century,Antarctica,Antarctica,20.67,10-100g,L5,-72.77889,75.31361
Grove Mountains 022147,2003.0,21st Century,Antarctica,Antarctica,21.15,10-100g,L6,-72.77889,75.31361
Grove Mountains 022148,2003.0,21st Century,Antarctica,Antarctica,17.15,10-100g,L6,-72.77889,75.31361
Grove Mountains 022149,2003.0,21st Century,Antarctica,Antarctica,17.21,10-100g,L6,-72.77889,75.31361
Grove Mountains 022150,2003.0,21st Century,Antarctica,Antarctica,14.34,10-100g,L5,-72.77889,75.31361
Grove Mountains 022151,2003.0,21st Century,Antarctica,Antarctica,12.54,10-100g,L5,-72.77889,75.31361
Grove Mountains 022152,2003.0,21st Century,Antarctica,Antarctica,6.24,1-10g,L6,-72.778889,75.313611
Grove Mountains 022153,2003.0,21st Century,Antarctica,Antarctica,19.66,10-100g,L6,-72.77889,75.31361
Grove Mountains 022154,2003.0,21st Century,Antarctica,Antarctica,19.87,10-100g,L6,-72.77889,75.31361
Grove Mountains 022155,2003.0,21st Century,Antarctica,Antarctica,21.02,10-100g,L6,-72.77889,75.31361
Grove Mountains 022156,2003.0,21st Century,Antarctica,Antarctica,18.51,10-100g,L6,-72.77889,75.31361
Grove Mountains 022157,2003.0,21st Century,Antarctica,Antarctica,15.36,10-100g,L6,-72.77889,75.31361
Grove Mountains 022158,2003.0,21st Century,Antarctica,Antarctica,14.2,10-100g,L6,-72.77889,75.31361
Grove Mountains 022159,2003.0,21st Century,Antarctica,Antarctica,13.03,10-100g,L5,-72.78167,75.30389
Grove Mountains 022160,2003.0,21st Century,Antarctica,Antarctica,610.1,100-1kg,L5,-72.78167,75.30389
Grove Mountains 022161,2003.0,21st Century,Antarctica,Antarctica,26.54,10-100g,L5,-72.78167,75.30389
Grove Mountains 022162,2003.0,21st Century,Antarctica,Antarctica,140.96,100-1kg,L6,-72.78167,75.30389
Grove Mountains 022163,2003.0,21st Century,Antarctica,Antarctica,94.29,10-100g,L5,-72.78167,75.30389
Grove Mountains 022164,2003.0,21st Century,Antarctica,Antarctica,14.91,10-100g,L6,-72.78167,75.30389
Grove Mountains 022166,2003.0,21st Century,Antarctica,Antarctica,8.93,1-10g,L6,-72.78167,75.30389
Grove Mountains 022167,2003.0,21st Century,Antarctica,Antarctica,6.33,1-10g,L6,-72.78167,75.30389
Grove Mountains 022168,2003.0,21st Century,Antarctica,Antarctica,139.67,100-1kg,L5,-72.78167,75.30389
Grove Mountains 022169,2003.0,21st Century,Antarctica,Antarctica,93.07,10-100g,L5,-72.78167,75.30278
Grove Mountains 022170,2003.0,21st Century,Antarctica,Antarctica,79.97,10-100g,L5,-72.78167,75.30278
Grove Mountains 022171,2003.0,21st Century,Antarctica,Antarctica,73.0,10-100g,L6,-72.78167,75.30278
Grove Mountains 022172,2003.0,21st Century,Antarctica,Antarctica,56.95,10-100g,L6,-72.78167,75.30278
Grove Mountains 022173,2003.0,21st Century,Antarctica,Antarctica,68.33,10-100g,L6,-72.78167,75.30278
Grove Mountains 022174,2003.0,21st Century,Antarctica,Antarctica,56.05,10-100g,L6,-72.78167,75.30278
Grove Mountains 022175,2003.0,21st Century,Antarctica,Antarctica,44.46,10-100g,L6,-72.78167,75.30278
Grove Mountains 022176,2003.0,21st Century,Antarctica,Antarctica,36.6,10-100g,L6,-72.78167,75.30278
Grove Mountains 022177,2003.0,21st Century,Antarctica,Antarctica,34.47,10-100g,L5,-72.78167,75.30278
Grove Mountains 022178,2003.0,21st Century,Antarctica,Antarctica,23.94,10-100g,L6,-72.78167,75.30278
Grove Mountains 022180,2003.0,21st Century,Antarctica,Antarctica,8.44,1-10g,L6,-72.781111,75.292222
Grove Mountains 022183,2003.0,21st Century,Antarctica,Antarctica,5.82,1-10g,L6,-72.7811,75.2922
Grove Mountains 022184,2003.0,21st Century,Antarctica,Antarctica,3.44,1-10g,L6,-72.78111,75.29222
Grove Mountains 022185,2003.0,21st Century,Antarctica,Antarctica,13.26,10-100g,L5,-72.78111,75.29222
Grove Mountains 022186,2003.0,21st Century,Antarctica,Antarctica,11.99,10-100g,L5,-72.78111,75.29222
Grove Mountains 022187,2003.0,21st Century,Antarctica,Antarctica,9.74,1-10g,L6,-72.781111,75.292222
Grove Mountains 022188,2003.0,21st Century,Antarctica,Antarctica,9.68,1-10g,L6,-72.781111,75.292222
Grove Mountains 022190,2003.0,21st Century,Antarctica,Antarctica,42.08,10-100g,L5,-72.78139,75.30556
Grove Mountains 022191,2003.0,21st Century,Antarctica,Antarctica,18.76,10-100g,L5,-72.78139,75.30556
Grove Mountains 022192,2003.0,21st Century,Antarctica,Antarctica,19.03,10-100g,L5,-72.78139,75.30556
Grove Mountains 022193,2003.0,21st Century,Antarctica,Antarctica,14.8,10-100g,L5,-72.78139,75.30556
Grove Mountains 022194,2003.0,21st Century,Antarctica,Antarctica,15.57,10-100g,L6,-72.78139,75.30556
Grove Mountains 022195,2003.0,21st Century,Antarctica,Antarctica,6.33,1-10g,L5,-72.78139,75.30556
Grove Mountains 022196,2003.0,21st Century,Antarctica,Antarctica,4.33,1-10g,L5,-72.78139,75.30556
Grove Mountains 022197,2003.0,21st Century,Antarctica,Antarctica,1.1,1-10g,L6,-72.781389,75.305556
Grove Mountains 022198,2003.0,21st Century,Antarctica,Antarctica,0.66,<1g,L6,-72.781389,75.305556
Grove Mountains 022199,2003.0,21st Century,Antarctica,Antarctica,30.08,10-100g,L5,-72.78083,75.30222
Grove Mountains 022200,2003.0,21st Century,Antarctica,Antarctica,27.79,10-100g,L6,-72.78083,75.30222
Grove Mountains 022201,2003.0,21st Century,Antarctica,Antarctica,17.37,10-100g,L6,-72.78083,75.30222
Grove Mountains 022202,2003.0,21st Century,Antarctica,Antarctica,13.9,10-100g,L6,-72.78083,75.30222
Grove Mountains 022203,2003.0,21st Century,Antarctica,Antarctica,16.21,10-100g,L6,-72.78083,75.30222
Grove Mountains 022204,2003.0,21st Century,Antarctica,Antarctica,13.98,10-100g,L6,-72.78083,75.30222
Grove Mountains 022206,2003.0,21st Century,Antarctica,Antarctica,22.5,10-100g,L5,-72.78083,75.30222
Grove Mountains 022207,2003.0,21st Century,Antarctica,Antarctica,15.83,10-100g,L5,-72.78083,75.30222
